phibin,etabin,calib_factor
110, 13, 0.929614
110, 14, 0.966675
110, 15, 0.932068
110, 16, 0.84357
110, 17, 0.832914
110, 18, 0.983769
110, 19, 0.902583
110, 20, 1.01096
110, 21, 1.00901
110, 22, 0.982323
110, 23, 0.896863
110, 24, 0.827945
110, 25, 0.835048
110, 26, 0.974388
110, 27, 0.943936
110, 28, 0.819944
110, 29, 0.756456
110, 30, 1.01281
110, 31, 0.96142
110, 32, 0.943539
110, 33, 0.934766
110, 34, 1.01816
110, 35, 1.05978
110, 36, 0.95956
110, 37, 0.99365
110, 38, 0.961872
110, 39, 0.984281
110, 40, 0.699762
110, 41, 0.692947
110, 42, 0.875008
110, 43, 0.864069
110, 44, 1.05901
110, 45, 1.01341
110, 46, 0.824314
110, 47, 0.662088
110, 48, 0.969943
110, 49, 0.800809
110, 50, 0.942482
110, 51, 0.939475
110, 52, 0.825212
110, 53, 0.927296
110, 54, 1.1076
110, 55, 0.95912
110, 56, 0.994462
110, 57, 0.958916
110, 58, 0.881593
110, 59, 1.02603
110, 60, 0.825166
110, 61, 0.87508
110, 62, 0.851274
110, 63, 0.840954
110, 64, 0.828363
110, 65, 0.920429
110, 66, 1.04597
110, 67, 1.0005
110, 68, 1.02249
110, 69, 0.96507
110, 70, 0.98457
110, 71, 0.94965
110, 72, 1.04686
110, 73, 1.04161
110, 74, 0.952516
110, 75, 0.902941
110, 76, 1.00158
110, 77, 1.08609
110, 78, 1.03706
110, 79, 1.00134
110, 80, 0.969333
110, 81, 0.695334
110, 82, 0.662168
110, 83, 0.939891
110, 84, 1.11083
110, 85, 1.07746
110, 86, 1.24979
110, 87, 1.09313
110, 88, 1.1206
110, 89, 1.14993
110, 90, 1.13126
110, 91, 1.0649
110, 92, 1.02456
110, 93, 1.02902
110, 94, 1.42572
110, 95, 0.829848
111, 0, 1.21012
111, 1, 1.09955
111, 2, 1.26148
111, 3, 1.35687
111, 4, 1.3175
111, 5, 1.43083
111, 6, 0.994422
111, 7, 1.42173
111, 8, 1.18335
111, 9, 1.26786
111, 10, 0.994381
111, 11, 1.29097
111, 12, 1.03743
111, 13, 0.974757
111, 14, 0.849953
111, 15, 0.975869
111, 16, 1.01222
111, 17, 0.970468
111, 18, 1.03725
111, 19, 1.11493
111, 20, 1.09697
111, 21, 0.925792
111, 22, 0.693286
111, 23, 1.10242
111, 24, 1.02835
111, 25, 1.0259
111, 26, 1.06274
111, 27, 1.11445
111, 28, 0.969407
111, 29, 0.912791
111, 30, 1.0027
111, 31, 1.06305
111, 32, 1.0173
111, 33, 0.961314
111, 34, 1.0568
111, 35, 1.14799
111, 36, 1.09051
111, 37, 1.17937
111, 38, 1.05746
111, 39, 1.05286
111, 40, 0.985152
111, 41, 0.823514
111, 42, 1.19417
111, 43, 1.01184
111, 44, 1.10933
111, 45, 1.34617
111, 46, 1.10572
111, 47, 1.09904
111, 48, 1.61496
111, 49, 0.885671
111, 50, 0.990119
111, 51, 1.04554
111, 52, 0.999376
111, 53, 1.05816
111, 54, 1.27861
111, 55, 1.27234
111, 56, 1.03782
111, 57, 1.14303
111, 58, 1.42392
111, 59, 1.25355
111, 60, 0.791208
111, 61, 0.859683
111, 62, 0.959441
111, 63, 1.0375
111, 64, 1.00148
111, 65, 1.05022
111, 66, 1.33044
111, 67, 1.19632
111, 68, 1.00922
111, 69, 0.975386
111, 70, 0.913162
111, 71, 1.07354
111, 72, 1.27114
111, 73, 1.27782
111, 74, 1.18746
111, 75, 0.938742
111, 76, 1.14819
111, 77, 1.1318
111, 78, 1.16617
111, 79, 1.06481
111, 80, 1.29478
111, 81, 1.23822
111, 82, 0.741244
111, 83, 0.99435
111, 84, 1.26162
111, 85, 1.47054
111, 86, 1.6
111, 87, 1.3943
111, 88, 1.34909
111, 89, 1.3671
111, 90, 1.43026
111, 91, 1.32968
111, 92, 1.39958
111, 93, 1.38758
111, 94, 0.994368
111, 95, 1.39715
112, 0, 0.653809
112, 1, 1.25624
112, 2, 1.27868
112, 3, 1.17368
112, 4, 1.13769
112, 5, 1.19066
112, 6, 1.3629
112, 7, 1.31465
112, 8, 1.14187
112, 9, 1.12253
112, 10, 1.19253
112, 11, 1.24634
112, 12, 1.18037
112, 13, 1.01647
112, 14, 1.20349
112, 15, 1.1267
112, 16, 1.23664
112, 17, 1.16886
112, 18, 1.22231
112, 19, 1.09141
112, 20, 1.01369
112, 21, 0.918204
112, 22, 0.98719
112, 23, 1.01683
112, 24, 1.20393
112, 25, 1.15613
112, 26, 1.41496
112, 27, 1.24745
112, 28, 1.18156
112, 29, 1.18002
112, 30, 1.17294
112, 31, 1.07937
112, 32, 1.20223
112, 33, 0.958073
112, 34, 1.08598
112, 35, 0.7988
112, 36, 1.06285
112, 37, 1.01391
112, 38, 1.17332
112, 39, 1.03891
112, 40, 1.26752
112, 41, 1.17874
112, 42, 1.24691
112, 43, 1.15845
112, 44, 1.21544
112, 45, 1.16952
112, 46, 1.15804
112, 47, 1.11535
112, 48, 1.05801
112, 49, 1.12371
112, 50, 1.15329
112, 51, 1.4002
112, 52, 1.34504
112, 53, 1.32823
112, 54, 1.29291
112, 55, 1.26761
112, 56, 1.29937
112, 57, 1.30656
112, 58, 1.33538
112, 59, 1.38729
112, 60, 0.895042
112, 61, 1.16341
112, 62, 1.17184
112, 63, 1.26523
112, 64, 1.2232
112, 65, 1.12951
112, 66, 1.25484
112, 67, 1.24958
112, 68, 1.27214
112, 69, 1.25069
112, 70, 1.24422
112, 71, 1.17266
112, 72, 1.1165
112, 73, 0.934471
112, 74, 1.26145
112, 75, 1.14533
112, 76, 1.05327
112, 77, 1.20126
112, 78, 1.10941
112, 79, 1.22572
112, 80, 1.31017
112, 81, 1.19895
112, 82, 1.3459
112, 83, 1.28969
112, 84, 1.26294
112, 85, 1.45964
112, 86, 1.50247
112, 87, 1.36111
112, 88, 1.29624
112, 89, 1.45266
112, 90, 1.27536
112, 91, 1.30371
112, 92, 1.16721
112, 93, 1.09607
112, 94, 1.40937
112, 95, 1.01826
113, 0, 0.899923
113, 1, 0.789715
113, 2, 0.92995
113, 3, 0.99069
113, 4, 1.02722
113, 5, 0.99262
113, 6, 1.06371
113, 7, 1.09602
113, 8, 0.989906
113, 9, 1.00848
113, 10, 1.04667
113, 11, 1.0393
113, 12, 1.0417
113, 13, 0.957767
113, 14, 0.879602
113, 15, 1.02065
113, 16, 1.09498
113, 17, 1.08463
113, 18, 1.06539
113, 19, 1.01233
113, 20, 0.986083
113, 21, 0.964819
113, 22, 0.999848
113, 23, 1.05349
113, 24, 1.13223
113, 25, 1.09675
113, 26, 1.16702
113, 27, 1.11847
113, 28, 1.10789
113, 29, 1.15941
113, 30, 0.853043
113, 31, 1.01146
113, 32, 1.05795
113, 33, 1.03108
113, 34, 0.91543
113, 35, 0.974176
113, 36, 1.13158
113, 37, 1.0298
113, 38, 0.983126
113, 39, 0.991985
113, 40, 1.01702
113, 41, 1.00812
113, 42, 1.07534
113, 43, 1.04129
113, 44, 1.16383
113, 45, 1.01965
113, 46, 0.940753
113, 47, 0.701673
113, 48, 1.10941
113, 49, 0.854996
113, 50, 0.782014
113, 51, 0.804221
113, 52, 1.12792
113, 53, 1.18379
113, 54, 1.10137
113, 55, 1.1597
113, 56, 1.11541
113, 57, 1.17386
113, 58, 1.14417
113, 59, 1.21216
113, 60, 0.961986
113, 61, 1.10315
113, 62, 1.0365
113, 63, 1.12856
113, 64, 1.10369
113, 65, 1.15092
113, 66, 1.11109
113, 67, 1.13971
113, 68, 1.08085
113, 69, 1.1879
113, 70, 1.01263
113, 71, 1.09519
113, 72, 1.10332
113, 73, 1.12256
113, 74, 1.03897
113, 75, 1.15512
113, 76, 1.0284
113, 77, 1.0767
113, 78, 0.993979
113, 79, 1.05529
113, 80, 1.06958
113, 81, 1.11168
113, 82, 1.15624
113, 83, 1.13246
113, 84, 1.05867
113, 85, 1.02313
113, 86, 1.07079
113, 87, 1.06243
113, 88, 1.03447
113, 89, 1.00326
113, 90, 1.05664
113, 91, 1.04939
113, 92, 0.946678
113, 93, 0.950906
113, 94, 0.949055
113, 95, 0.994361
114, 0, 0.994381
114, 1, 0.819798
114, 2, 0.922468
114, 3, 0.89377
114, 4, 1.04235
114, 5, 1.1118
114, 6, 1.03006
114, 7, 1.1058
114, 8, 1.01292
114, 9, 1.01813
114, 10, 0.887782
114, 11, 0.985335
114, 12, 1.01718
114, 13, 1.0036
114, 14, 1.23569
114, 15, 1.19963
114, 16, 1.08009
114, 17, 1.05448
114, 18, 1.02573
114, 19, 1.09938
114, 20, 1.10715
114, 21, 1.09602
114, 22, 0.97639
114, 23, 0.953411
114, 24, 0.819922
114, 25, 0.741856
114, 26, 0.939083
114, 27, 0.965549
114, 28, 1.08976
114, 29, 1.07947
114, 30, 1.03451
114, 31, 1.01758
114, 32, 1.1123
114, 33, 1.12639
114, 34, 1.01951
114, 35, 0.971839
114, 36, 1.08934
114, 37, 1.00964
114, 38, 1.13675
114, 39, 1.07828
114, 40, 1.06558
114, 41, 1.04151
114, 42, 1.11621
114, 43, 1.05104
114, 44, 1.07404
114, 45, 1.07122
114, 46, 1.06175
114, 47, 0.616217
114, 48, 0.849258
114, 49, 1.30305
114, 50, 1.10212
114, 51, 1.25802
114, 52, 1.01458
114, 53, 1.15986
114, 54, 1.11964
114, 55, 0.981541
114, 56, 1.25561
114, 57, 1.06518
114, 58, 1.039
114, 59, 1.11837
114, 60, 0.850576
114, 61, 1.03891
114, 62, 1.19926
114, 63, 0.986
114, 64, 1.0455
114, 65, 0.995012
114, 66, 0.94384
114, 67, 0.935319
114, 68, 1.01909
114, 69, 0.908092
114, 70, 1.15639
114, 71, 0.985429
114, 72, 1.12607
114, 73, 1.04014
114, 74, 0.949611
114, 75, 1.06077
114, 76, 1.07456
114, 77, 1.06711
114, 78, 1.1497
114, 79, 1.05518
114, 80, 1.25545
114, 81, 1.01328
114, 82, 1.20633
114, 83, 1.20969
114, 84, 0.968865
114, 85, 1.25654
114, 86, 0.961154
114, 87, 1.04447
114, 88, 0.999969
114, 89, 1.02059
114, 90, 0.948382
114, 91, 0.852946
114, 92, 0.956876
114, 93, 0.801939
114, 94, 0.994399
114, 95, 1.06957
115, 0, 0.943904
115, 1, 0.722762
115, 2, 1.07779
115, 3, 0.969898
115, 4, 0.974635
115, 5, 1.05239
115, 6, 1.01042
115, 7, 1.14467
115, 8, 1.00052
115, 9, 1.03599
115, 10, 1.11164
115, 11, 1.01814
115, 12, 1.0909
115, 13, 0.938202
115, 14, 1.01351
115, 15, 1.15422
115, 16, 1.00358
115, 17, 0.999292
115, 18, 0.959333
115, 19, 1.03155
115, 20, 1.0209
115, 21, 1.01456
115, 22, 0.978009
115, 23, 0.830118
115, 24, 0.965493
115, 25, 0.837753
115, 26, 1.02659
115, 27, 0.894465
115, 28, 1.19752
115, 29, 1.05965
115, 30, 0.971637
115, 31, 1.04885
115, 32, 1.12911
115, 33, 1.08702
115, 34, 1.06819
115, 35, 0.941292
115, 36, 0.954991
115, 37, 0.927053
115, 38, 1.04248
115, 39, 1.07119
115, 40, 0.94448
115, 41, 1.01551
115, 42, 1.13752
115, 43, 1.02047
115, 44, 1.18065
115, 45, 1.12466
115, 46, 0.906018
115, 47, 0.913169
115, 48, 0.800345
115, 49, 1.05754
115, 50, 1.13082
115, 51, 1.09163
115, 52, 1.05204
115, 53, 1.14329
115, 54, 1.12947
115, 55, 1.14885
115, 56, 1.34886
115, 57, 1.35092
115, 58, 0.973814
115, 59, 0.967932
115, 60, 0.961537
115, 61, 1.01865
115, 62, 1.1229
115, 63, 1.09244
115, 64, 0.948392
115, 65, 1.00337
115, 66, 0.908403
115, 67, 1.03988
115, 68, 0.945186
115, 69, 1.01576
115, 70, 1.11718
115, 71, 1.17757
115, 72, 1.06622
115, 73, 1.14963
115, 74, 0.990401
115, 75, 1.02706
115, 76, 1.0819
115, 77, 1.14138
115, 78, 1.1004
115, 79, 1.1583
115, 80, 1.29095
115, 81, 1.26923
115, 82, 1.14479
115, 83, 1.19245
115, 84, 0.931141
115, 85, 0.969448
115, 86, 1.01159
115, 87, 1.04914
115, 88, 0.97422
115, 89, 0.951925
115, 90, 0.937962
115, 91, 0.942999
115, 92, 0.926886
115, 93, 0.917201
115, 94, 0.900716
115, 95, 0.853123
116, 0, 0.994417
116, 1, 0.854901
116, 2, 0.925097
116, 3, 0.934413
116, 4, 1.00759
116, 5, 0.97146
116, 6, 1.07875
116, 7, 1.01425
116, 8, 1.09196
116, 9, 1.14005
116, 10, 0.909914
116, 11, 1.00599
116, 12, 1.01098
116, 13, 0.979516
116, 14, 1.02878
116, 15, 1.02043
116, 16, 0.987711
116, 17, 0.908808
116, 18, 1.00165
116, 19, 0.981654
116, 20, 0.889672
116, 21, 0.925032
116, 22, 1.07049
116, 23, 0.917156
116, 24, 0.82987
116, 25, 0.77441
116, 26, 0.879126
116, 27, 0.899343
116, 28, 1.0445
116, 29, 0.953026
116, 30, 1.01325
116, 31, 0.953494
116, 32, 1.09074
116, 33, 1.03366
116, 34, 0.99823
116, 35, 0.947828
116, 36, 1.01607
116, 37, 0.945158
116, 38, 0.966791
116, 39, 0.957702
116, 40, 0.961807
116, 41, 1.01762
116, 42, 0.947086
116, 43, 0.915336
116, 44, 1.14804
116, 45, 1.10574
116, 46, 1.04743
116, 47, 0.736328
116, 48, 0.719983
116, 49, 1.21259
116, 50, 1.33354
116, 51, 1.18643
116, 52, 1.01177
116, 53, 1.08834
116, 54, 0.938391
116, 55, 0.971104
116, 56, 1.04738
116, 57, 1.05073
116, 58, 1.03002
116, 59, 1.10603
116, 60, 1.01417
116, 61, 0.894533
116, 62, 1.10967
116, 63, 0.994636
116, 64, 1.08399
116, 65, 1.06334
116, 66, 1.06708
116, 67, 0.985665
116, 68, 1.09381
116, 69, 1.20653
116, 70, 1.17386
116, 71, 1.27542
116, 72, 1.14474
116, 73, 1.06675
116, 74, 1.23657
116, 75, 1.29596
116, 76, 1.13782
116, 77, 1.14695
116, 78, 0.938755
116, 79, 0.919802
116, 80, 1.05678
116, 81, 0.885147
116, 82, 1.14266
116, 83, 1.16865
116, 84, 1.10965
116, 85, 1.1066
116, 86, 1.08461
116, 87, 1.06047
116, 88, 1.02199
116, 89, 1.02285
116, 90, 0.998583
116, 91, 0.942411
116, 92, 0.901281
116, 93, 0.845565
116, 94, 1.11506
116, 95, 0.820648
117, 0, 0.906982
117, 1, 0.709622
117, 2, 0.920566
117, 3, 0.887124
117, 4, 0.982118
117, 5, 1.01888
117, 6, 0.982145
117, 7, 1.06979
117, 8, 1.04997
117, 9, 1.12571
117, 10, 1.08432
117, 11, 0.956236
117, 12, 1.05129
117, 13, 1.03655
117, 14, 0.911857
117, 15, 1.00266
117, 16, 0.98456
117, 17, 1.06048
117, 18, 0.988493
117, 19, 0.969389
117, 20, 0.893516
117, 21, 0.861723
117, 22, 0.948295
117, 23, 0.980348
117, 24, 0.880863
117, 25, 0.819453
117, 26, 0.901611
117, 27, 0.854013
117, 28, 0.966876
117, 29, 0.927623
117, 30, 0.963391
117, 31, 0.937564
117, 32, 1.11755
117, 33, 1.10569
117, 34, 1.06849
117, 35, 1.00106
117, 36, 1.0152
117, 37, 1.04784
117, 38, 0.944695
117, 39, 1.00556
117, 40, 0.98098
117, 41, 1.001
117, 42, 1.08432
117, 43, 0.958776
117, 44, 1.16078
117, 45, 1.08356
117, 46, 0.953217
117, 47, 0.912324
117, 48, 0.994726
117, 49, 0.744958
117, 50, 1.21343
117, 51, 1.21041
117, 52, 1.04979
117, 53, 1.00471
117, 54, 0.919314
117, 55, 0.998714
117, 56, 1.01725
117, 57, 1.08599
117, 58, 1.04946
117, 59, 1.12063
117, 60, 1.01466
117, 61, 1.07753
117, 62, 1.02165
117, 63, 1.1839
117, 64, 0.981822
117, 65, 1.0766
117, 66, 1.05721
117, 67, 1.13689
117, 68, 1.07766
117, 69, 1.1921
117, 70, 1.1213
117, 71, 1.25223
117, 72, 1.26077
117, 73, 1.19885
117, 74, 1.13706
117, 75, 1.17089
117, 76, 1.1629
117, 77, 1.13682
117, 78, 0.997949
117, 79, 1.08509
117, 80, 1.05983
117, 81, 1.10265
117, 82, 1.18173
117, 83, 1.20056
117, 84, 1.02568
117, 85, 1.01728
117, 86, 1.02892
117, 87, 1.01363
117, 88, 1.02921
117, 89, 1.06155
117, 90, 1.07587
117, 91, 1.05573
117, 92, 0.953382
117, 93, 0.901778
117, 94, 0.964229
117, 95, 0.877118
118, 0, 0.994687
118, 1, 0.647439
118, 2, 0.968818
118, 3, 0.970317
118, 4, 1.0163
118, 5, 1.04289
118, 6, 0.971445
118, 7, 1.00316
118, 8, 1.13985
118, 9, 1.07155
118, 10, 1.00487
118, 11, 1.11755
118, 12, 1.00554
118, 13, 1.0472
118, 14, 1.11675
118, 15, 1.13125
118, 16, 0.961314
118, 17, 0.914268
118, 18, 1.05607
118, 19, 1.05932
118, 20, 1.04031
118, 21, 0.9161
118, 22, 1.181
118, 23, 1.17592
118, 24, 1.03161
118, 25, 1.08865
118, 26, 1.08482
118, 27, 0.93766
118, 28, 0.941817
118, 29, 0.933581
118, 30, 1.0038
118, 31, 0.94068
118, 32, 0.925564
118, 33, 0.911676
118, 34, 0.999807
118, 35, 0.935663
118, 36, 0.955486
118, 37, 0.970922
118, 38, 0.976908
118, 39, 0.933298
118, 40, 1.01176
118, 41, 0.994374
118, 42, 0.95144
118, 43, 0.899641
118, 44, 1.10922
118, 45, 0.998097
118, 46, 0.99673
118, 47, 1.08804
118, 48, 0.673746
118, 49, 0.705881
118, 50, 1.08302
118, 51, 1.16342
118, 52, 1.05302
118, 53, 1.08439
118, 54, 1.03572
118, 55, 1.12834
118, 56, 1.1345
118, 57, 1.24295
118, 58, 1.04251
118, 59, 1.0576
118, 60, 0.803505
118, 61, 0.898686
118, 62, 1.03332
118, 63, 1.0348
118, 64, 1.25453
118, 65, 1.25543
118, 66, 0.950653
118, 67, 1.00616
118, 68, 1.08306
118, 69, 1.08023
118, 70, 1.17837
118, 71, 1.19451
118, 72, 1.13097
118, 73, 1.03513
118, 74, 1.23521
118, 75, 1.24685
118, 76, 1.02071
118, 77, 1.07062
118, 78, 0.954705
118, 79, 0.840131
118, 80, 1.00272
118, 81, 0.982293
118, 82, 0.900966
118, 83, 0.995385
118, 84, 1.05188
118, 85, 0.944043
118, 86, 1.13575
118, 87, 1.0786
118, 88, 0.997008
118, 89, 0.950293
118, 90, 1.03742
118, 91, 0.885209
118, 92, 1.11145
118, 93, 0.903552
118, 94, 1.08224
118, 95, 1.19423
119, 0, 1.02282
119, 1, 1.45085
119, 2, 1.25745
119, 3, 1.19139
119, 4, 1.27031
119, 5, 1.22305
119, 6, 1.4442
119, 7, 1.26279
119, 8, 1.23557
119, 9, 1.32549
119, 10, 1.37136
119, 11, 1.3311
119, 12, 1.1738
119, 13, 1.11371
119, 14, 1.16934
119, 15, 1.22411
119, 16, 1.05873
119, 17, 1.09477
119, 18, 1.18962
119, 19, 1.18584
119, 20, 1.04465
119, 21, 1.08148
119, 22, 0.960536
119, 23, 1.29719
119, 24, 1.15973
119, 25, 1.22591
119, 26, 1.05164
119, 27, 1.21215
119, 28, 1.09013
119, 29, 1.05123
119, 30, 1.06737
119, 31, 1.07502
119, 32, 1.2083
119, 33, 1.14382
119, 34, 1.29222
119, 35, 1.0165
119, 36, 1.0216
119, 37, 1.21313
119, 38, 1.19351
119, 39, 1.24538
119, 40, 1.0173
119, 41, 1.13511
119, 42, 1.32878
119, 43, 1.0836
119, 44, 1.4304
119, 45, 1.33855
119, 46, 1.0885
119, 47, 1.17889
119, 48, 0.850414
119, 49, 0.936392
119, 50, 1.38401
119, 51, 1.27403
119, 52, 1.39054
119, 53, 1.45653
119, 54, 1.25185
119, 55, 1.31232
119, 56, 1.28441
119, 57, 1.36994
119, 58, 1.10265
119, 59, 0.884
119, 60, 0.896177
119, 61, 1.00392
119, 62, 1.2715
119, 63, 1.33668
119, 64, 1.28185
119, 65, 1.25817
119, 66, 1.15004
119, 67, 1.08307
119, 68, 1.12249
119, 69, 1.24892
119, 70, 1.21948
119, 71, 1.37098
119, 72, 1.34037
119, 73, 1.38557
119, 74, 1.4642
119, 75, 1.39858
119, 76, 1.17604
119, 77, 1.15562
119, 78, 1.04719
119, 79, 0.942774
119, 80, 1.19813
119, 81, 1.28726
119, 82, 1.02344
119, 83, 1.07822
119, 84, 1.24581
119, 85, 1.12734
119, 86, 1.27712
119, 87, 1.23467
119, 88, 1.16868
119, 89, 1.08922
119, 90, 1.18619
119, 91, 1.13504
119, 92, 1.21946
119, 93, 1.16736
119, 94, 1.43359
119, 95, 1.23669
120, 0, 1.56697
120, 1, 1.29506
120, 2, 1.30075
120, 3, 1.30943
120, 4, 1.16954
120, 5, 1.19568
120, 6, 1.10194
120, 7, 1.15576
120, 8, 1.07976
120, 9, 1.15169
120, 10, 1.25456
120, 11, 1.1346
120, 12, 0.900294
120, 13, 0.77763
120, 14, 0.955941
120, 15, 0.978819
120, 16, 1.09665
120, 17, 0.902127
120, 18, 1.02365
120, 19, 1.00396
120, 20, 1.15982
120, 21, 1.11253
120, 22, 1.15338
120, 23, 0.899019
120, 24, 1.03766
120, 25, 0.961502
120, 26, 1.05087
120, 27, 0.865755
120, 28, 1.13997
120, 29, 1.12271
120, 30, 1.1361
120, 31, 1.1095
120, 32, 1.32765
120, 33, 1.20076
120, 34, 1.07939
120, 35, 0.882706
120, 36, 1.29546
120, 37, 1.17987
120, 38, 1.0106
120, 39, 0.922684
120, 40, 1.18245
120, 41, 1.03197
120, 42, 0.920533
120, 43, 0.727957
120, 44, 1.01501
120, 45, 1.08723
120, 46, 1.22091
120, 47, 1.00558
120, 48, 0.812423
120, 49, 1.46337
120, 50, 1.3357
120, 51, 1.19002
120, 52, 1.03634
120, 53, 1.22757
120, 54, 0.858182
120, 55, 1.03186
120, 56, 0.908751
120, 57, 0.912051
120, 58, 1.09643
120, 59, 0.992296
120, 60, 0.860963
120, 61, 0.966289
120, 62, 1.05829
120, 63, 1.20944
120, 64, 0.919098
120, 65, 0.88836
120, 66, 1.05552
120, 67, 1.09404
120, 68, 1.03272
120, 69, 1.06082
120, 70, 1.0041
120, 71, 1.19516
120, 72, 1.08208
120, 73, 0.887349
120, 74, 1.25276
120, 75, 1.26104
120, 76, 1.17417
120, 77, 0.998828
120, 78, 1.13988
120, 79, 1.19302
120, 80, 1.08643
120, 81, 1.06821
120, 82, 1.177
120, 83, 1.11182
120, 84, 1.15632
120, 85, 1.31825
120, 86, 1.21762
120, 87, 1.11281
120, 88, 1.02695
120, 89, 1.21009
120, 90, 1.2358
120, 91, 1.16577
120, 92, 1.16653
120, 93, 1.19547
120, 94, 1.37673
120, 95, 1.10206
121, 0, 0.803247
121, 1, 1.02528
121, 2, 0.887084
121, 3, 0.995862
121, 4, 0.971189
121, 5, 1.06327
121, 6, 0.953372
121, 7, 1.0328
121, 8, 0.961423
121, 9, 1.02243
121, 10, 1.06579
121, 11, 1.07699
121, 12, 0.926394
121, 13, 0.827841
121, 14, 0.731509
121, 15, 0.901171
121, 16, 1.01979
121, 17, 0.852996
121, 18, 0.85825
121, 19, 0.8548
121, 20, 1.06939
121, 21, 0.993428
121, 22, 0.96569
121, 23, 0.918397
121, 24, 1.04323
121, 25, 0.985429
121, 26, 1.07629
121, 27, 0.995751
121, 28, 1.03595
121, 29, 1.04285
121, 30, 1.03087
121, 31, 1.07375
121, 32, 0.987062
121, 33, 1.09554
121, 34, 1.08397
121, 35, 1.05397
121, 36, 1.11176
121, 37, 1.18921
121, 38, 0.941763
121, 39, 0.952874
121, 40, 1.07368
121, 41, 1.06171
121, 42, 0.861032
121, 43, 0.867634
121, 44, 0.976042
121, 45, 0.98036
121, 46, 1.00234
121, 47, 1.07628
121, 48, 0.59565
121, 49, 0.832502
121, 50, 1.01656
121, 51, 1.08678
121, 52, 1.11144
121, 53, 1.20446
121, 54, 0.829476
121, 55, 0.881545
121, 56, 0.772109
121, 57, 0.912688
121, 58, 1.04554
121, 59, 0.947621
121, 60, 0.911943
121, 61, 0.95236
121, 62, 0.982322
121, 63, 1.06405
121, 64, 0.764173
121, 65, 0.879879
121, 66, 1.11093
121, 67, 1.22951
121, 68, 0.971184
121, 69, 1.02068
121, 70, 1.00901
121, 71, 0.927342
121, 72, 0.929752
121, 73, 0.9633
121, 74, 1.03047
121, 75, 0.996306
121, 76, 0.843166
121, 77, 0.914146
121, 78, 0.998617
121, 79, 0.95455
121, 80, 1.00383
121, 81, 0.985244
121, 82, 0.988936
121, 83, 1.05595
121, 84, 0.965121
121, 85, 1.03473
121, 86, 0.927776
121, 87, 0.922332
121, 88, 0.985417
121, 89, 0.885984
121, 90, 0.871554
121, 91, 0.93652
121, 92, 0.820379
121, 93, 0.940385
121, 94, 1.03071
121, 95, 1.09457
122, 0, 0.865423
122, 1, 0.673287
122, 2, 0.968711
122, 3, 0.947524
122, 4, 0.948315
122, 5, 0.959738
122, 6, 1.00268
122, 7, 0.957454
122, 8, 0.89643
122, 9, 1.0117
122, 10, 1.07508
122, 11, 0.92853
122, 12, 0.979722
122, 13, 0.979658
122, 14, 0.994748
122, 15, 0.972982
122, 16, 1.0903
122, 17, 1.05434
122, 18, 0.910189
122, 19, 1.00221
122, 20, 1.02393
122, 21, 1.03229
122, 22, 0.997443
122, 23, 0.92845
122, 24, 0.926574
122, 25, 0.930063
122, 26, 1.01429
122, 27, 1.13139
122, 28, 0.984513
122, 29, 1.01332
122, 30, 1.08217
122, 31, 1.12704
122, 32, 1.09302
122, 33, 0.974303
122, 34, 0.985155
122, 35, 0.945616
122, 36, 0.996539
122, 37, 0.966541
122, 38, 1.08086
122, 39, 1.05056
122, 40, 0.977583
122, 41, 0.879945
122, 42, 0.989324
122, 43, 0.866117
122, 44, 0.938823
122, 45, 0.808867
122, 46, 1.03431
122, 47, 0.994468
122, 48, 1.0166
122, 49, 0.916866
122, 50, 1.1959
122, 51, 1.29723
122, 52, 1.05215
122, 53, 1.06603
122, 54, 0.924826
122, 55, 0.925593
122, 56, 0.910788
122, 57, 0.808995
122, 58, 0.943053
122, 59, 0.861695
122, 60, 0.979955
122, 61, 1.02174
122, 62, 0.990865
122, 63, 1.03257
122, 64, 0.851012
122, 65, 0.7609
122, 66, 1.02011
122, 67, 1.04006
122, 68, 1.05144
122, 69, 0.866584
122, 70, 0.922931
122, 71, 1.12504
122, 72, 0.92312
122, 73, 0.914719
122, 74, 0.888849
122, 75, 0.918574
122, 76, 0.899526
122, 77, 0.845161
122, 78, 0.920906
122, 79, 0.918039
122, 80, 0.886994
122, 81, 0.65656
122, 82, 0.980879
122, 83, 0.885647
122, 84, 1.07057
122, 85, 1.0762
122, 86, 0.992928
122, 87, 0.910489
122, 88, 1.01245
122, 89, 0.956699
122, 90, 0.973556
122, 91, 0.854831
122, 92, 1.16079
122, 93, 0.967967
122, 94, 0.899129
122, 95, 0.840934
123, 0, 0.716065
123, 1, 1.1278
123, 2, 0.894413
123, 3, 0.964442
123, 4, 0.908882
123, 5, 0.996887
123, 6, 0.907993
123, 7, 0.958765
123, 8, 1.00444
123, 9, 0.935471
123, 10, 1.17452
123, 11, 1.11497
123, 12, 0.981868
123, 13, 0.987866
123, 14, 0.908144
123, 15, 1.02492
123, 16, 0.973424
123, 17, 1.09108
123, 18, 0.963213
123, 19, 0.954094
123, 20, 1.03267
123, 21, 1.01738
123, 22, 0.983932
123, 23, 1.0317
123, 24, 0.946925
123, 25, 0.918902
123, 26, 1.13291
123, 27, 1.10287
123, 28, 0.967
123, 29, 0.989087
123, 30, 1.0683
123, 31, 1.16686
123, 32, 0.978594
123, 33, 1.05654
123, 34, 1.04011
123, 35, 1.01192
123, 36, 1.10491
