phibin,etabin,calib_factor
31, 75, 1.17865
31, 76, 1.09388
31, 77, 1.09962
31, 78, 1.26019
31, 79, 1.23093
31, 80, 1.40047
31, 81, 1.25841
31, 82, 0.785649
31, 83, 0.588485
31, 84, 1.30441
31, 85, 1.508
31, 86, 1.50951
31, 87, 0.994956
31, 88, 1.32811
31, 89, 1.31293
31, 90, 1.31554
31, 91, 1.24611
31, 92, 1.44877
31, 93, 1.27854
31, 94, 0.994926
31, 95, 0.987034
32, 0, 1.49352
32, 1, 1.34638
32, 2, 1.20534
32, 3, 1.31569
32, 4, 1.18615
32, 5, 1.23514
32, 6, 1.1627
32, 7, 1.19531
32, 8, 1.0336
32, 9, 1.12526
32, 10, 1.10561
32, 11, 1.13297
32, 12, 1.06383
32, 13, 0.982593
32, 14, 1.19153
32, 15, 0.980363
32, 16, 0.912249
32, 17, 0.793625
32, 18, 1.04044
32, 19, 0.885903
32, 20, 1.07608
32, 21, 1.07231
32, 22, 1.16545
32, 23, 1.0247
32, 24, 1.13541
32, 25, 1.10091
32, 26, 1.15742
32, 27, 1.03837
32, 28, 1.26267
32, 29, 1.15295
32, 30, 1.20502
32, 31, 1.1726
32, 32, 1.37281
32, 33, 1.1556
32, 34, 1.22408
32, 35, 1.11573
32, 36, 1.08823
32, 37, 1.0338
32, 38, 1.00286
32, 39, 0.982214
32, 40, 1.03492
32, 41, 0.841406
32, 42, 1.11025
32, 43, 1.04994
32, 44, 1.1216
32, 45, 1.03402
32, 46, 1.22691
32, 47, 0.7338
32, 48, 0.962259
32, 49, 1.25938
32, 50, 1.0226
32, 51, 1.15471
32, 52, 1.04489
32, 53, 1.00526
32, 54, 0.960639
32, 55, 1.02479
32, 56, 1.09411
32, 57, 1.03723
32, 58, 1.08675
32, 59, 1.06488
32, 60, 0.791045
32, 61, 0.9957
32, 62, 0.671299
32, 63, 0.692455
32, 64, 0.796231
32, 65, 0.967474
32, 66, 1.04954
32, 67, 0.928233
32, 68, 0.994884
32, 69, 0.695398
32, 70, 0.902046
32, 71, 1.02968
32, 72, 0.892575
32, 73, 0.884993
32, 74, 1.17357
32, 75, 1.2202
32, 76, 0.99821
32, 77, 0.940352
32, 78, 0.771442
32, 79, 1.05085
32, 80, 0.97122
32, 81, 0.843958
32, 82, 1.00009
32, 83, 1.17827
32, 84, 1.32395
32, 85, 1.3553
32, 86, 1.31566
32, 87, 1.27142
32, 88, 1.09545
32, 89, 1.41261
32, 90, 1.19619
32, 91, 1.21619
32, 92, 1.46492
32, 93, 1.40512
32, 94, 1.47176
32, 95, 1.25194
33, 0, 1.07457
33, 1, 0.870684
33, 2, 0.983252
33, 3, 0.979837
33, 4, 1.00899
33, 5, 0.97661
33, 6, 0.961433
33, 7, 1.03677
33, 8, 0.875004
33, 9, 0.937071
33, 10, 1.04346
33, 11, 1.04574
33, 12, 1.04189
33, 13, 0.920842
33, 14, 0.864851
33, 15, 0.959754
33, 16, 0.885167
33, 17, 0.897251
33, 18, 0.891552
33, 19, 0.937048
33, 20, 1.03473
33, 21, 0.980175
33, 22, 0.941986
33, 23, 1.07971
33, 24, 1.06777
33, 25, 1.05154
33, 26, 1.03121
33, 27, 1.04786
33, 28, 1.11394
33, 29, 1.09728
33, 30, 1.02329
33, 31, 1.08578
33, 32, 1.09079
33, 33, 1.19377
33, 34, 1.24558
33, 35, 1.0749
33, 36, 0.967639
33, 37, 1.04399
33, 38, 0.933898
33, 39, 0.935414
33, 40, 0.94148
33, 41, 0.785795
33, 42, 0.917515
33, 43, 0.901677
33, 44, 1.084
33, 45, 0.94656
33, 46, 1.00932
33, 47, 1.04142
33, 48, 0.760701
33, 49, 0.822757
33, 50, 0.921812
33, 51, 1.02329
33, 52, 0.801916
33, 53, 0.916967
33, 54, 0.987962
33, 55, 0.853725
33, 56, 0.963666
33, 57, 0.998652
33, 58, 0.984813
33, 59, 1.00825
33, 60, 0.804665
33, 61, 1.02608
33, 62, 0.71681
33, 63, 0.860977
33, 64, 0.791539
33, 65, 0.915323
33, 66, 0.9784
33, 67, 1.01922
33, 68, 0.630014
33, 69, 0.712583
33, 70, 0.8555
33, 71, 0.912533
33, 72, 0.818368
33, 73, 0.829005
33, 74, 1.00958
33, 75, 0.980903
33, 76, 0.929498
33, 77, 0.906597
33, 78, 0.970133
33, 79, 0.998599
33, 80, 0.883766
33, 81, 0.881639
33, 82, 0.889518
33, 83, 0.898088
33, 84, 1.09438
33, 85, 1.09763
33, 86, 1.04389
33, 87, 1.01875
33, 88, 1.0421
33, 89, 0.976524
33, 90, 0.987181
33, 91, 0.951049
33, 92, 1.04151
33, 93, 1.08568
33, 94, 1.13904
33, 95, 1.14502
34, 0, 0.994685
34, 1, 0.820539
34, 2, 0.979453
34, 3, 0.967108
34, 4, 0.941145
34, 5, 0.941143
34, 6, 0.957491
34, 7, 0.897261
34, 8, 0.953693
34, 9, 0.95389
34, 10, 0.915138
34, 11, 0.946987
34, 12, 0.858967
34, 13, 0.876962
34, 14, 0.957689
34, 15, 0.954473
34, 16, 0.876241
34, 17, 0.930765
34, 18, 0.860137
34, 19, 0.890661
34, 20, 0.893371
34, 21, 0.912119
34, 22, 1.00052
34, 23, 0.950063
34, 24, 1.04376
34, 25, 1.01111
34, 26, 0.99414
34, 27, 0.99158
34, 28, 0.971717
34, 29, 0.911592
34, 30, 1.03361
34, 31, 1.03866
34, 32, 0.996817
34, 33, 0.926053
34, 34, 1.06513
34, 35, 1.02623
34, 36, 0.954042
34, 37, 0.848354
34, 38, 0.992924
34, 39, 0.94489
34, 40, 0.836931
34, 41, 0.884756
34, 42, 1.05258
34, 43, 0.996696
34, 44, 1.0102
34, 45, 0.80427
34, 46, 1.04098
34, 47, 0.994709
34, 48, 0.623954
34, 49, 0.834355
34, 50, 0.890533
34, 51, 0.914836
34, 52, 0.660512
34, 53, 0.811258
34, 54, 1.00691
34, 55, 0.98817
34, 56, 1.1482
34, 57, 0.882982
34, 58, 1.07883
34, 59, 1.08027
34, 60, 0.862068
34, 61, 1.01316
34, 62, 0.836138
34, 63, 0.760136
34, 64, 0.981632
34, 65, 0.909379
34, 66, 1.03204
34, 67, 0.967168
34, 68, 0.97007
34, 69, 0.983183
34, 70, 0.929888
34, 71, 0.845806
34, 72, 0.952333
34, 73, 0.88895
34, 74, 1.14488
34, 75, 1.03438
34, 76, 0.994788
34, 77, 0.942879
34, 78, 0.818955
34, 79, 0.765923
34, 80, 0.902831
34, 81, 0.768209
34, 82, 0.91273
34, 83, 0.960623
34, 84, 1.11512
34, 85, 1.2598
34, 86, 0.861727
34, 87, 0.980094
34, 88, 1.04722
34, 89, 0.968005
34, 90, 1.05807
34, 91, 1.01689
34, 92, 1.01815
34, 93, 0.964539
34, 94, 0.9692
34, 95, 1.06793
35, 0, 1.20696
35, 1, 0.997261
35, 2, 0.991915
35, 3, 0.943738
35, 4, 0.949511
35, 5, 0.956348
35, 6, 0.96083
35, 7, 1.02059
35, 8, 0.94436
35, 9, 0.955048
35, 10, 1.04155
35, 11, 0.942726
35, 12, 0.941302
35, 13, 0.86864
35, 14, 0.836917
35, 15, 0.892538
35, 16, 0.859379
35, 17, 0.827799
35, 18, 0.875287
35, 19, 0.902442
35, 20, 0.996184
35, 21, 0.906914
35, 22, 0.949911
35, 23, 0.979065
35, 24, 1.00317
35, 25, 1.06171
35, 26, 1.0129
35, 27, 0.975561
35, 28, 0.98971
35, 29, 1.02479
35, 30, 1.01909
35, 31, 1.0899
35, 32, 0.99947
35, 33, 0.90462
35, 34, 0.977027
35, 35, 1.00487
35, 36, 1.08218
35, 37, 1.08042
35, 38, 1.01091
35, 39, 1.01813
35, 40, 1.01298
35, 41, 0.954171
35, 42, 1.09994
35, 43, 1.12301
35, 44, 1.07518
35, 45, 1.05085
35, 46, 1.1431
35, 47, 0.824068
35, 48, 0.742073
35, 49, 0.76791
35, 50, 0.661124
35, 51, 0.895729
35, 52, 0.728052
35, 53, 0.725045
35, 54, 0.955976
35, 55, 1.0337
35, 56, 0.94352
35, 57, 1.06073
35, 58, 1.14488
35, 59, 1.18417
35, 60, 0.940743
35, 61, 0.911204
35, 62, 0.747093
35, 63, 0.859981
35, 64, 0.88917
35, 65, 1.02835
35, 66, 0.997824
35, 67, 0.921292
35, 68, 0.944417
35, 69, 0.942314
35, 70, 0.910621
35, 71, 0.916058
35, 72, 0.925388
35, 73, 0.935196
35, 74, 1.0184
35, 75, 1.08783
35, 76, 0.690362
35, 77, 0.86324
35, 78, 0.864983
35, 79, 0.917492
35, 80, 0.987524
35, 81, 0.982457
35, 82, 0.996153
35, 83, 1.02176
35, 84, 1.1021
35, 85, 1.10366
35, 86, 1.0235
35, 87, 0.882279
35, 88, 1.05545
35, 89, 0.933943
35, 90, 1.08325
35, 91, 1.05039
35, 92, 0.967338
35, 93, 0.964826
35, 94, 0.971333
35, 95, 0.96255
36, 0, 0.679037
36, 1, 0.860804
36, 2, 1.00934
36, 3, 1.00295
36, 4, 0.910736
36, 5, 1.00692
36, 6, 0.963673
36, 7, 0.966688
36, 8, 0.959302
36, 9, 0.932937
36, 10, 1.06587
36, 11, 1.03151
36, 12, 0.938406
36, 13, 0.999691
36, 14, 0.837763
36, 15, 0.909124
36, 16, 0.9177
36, 17, 0.888122
36, 18, 0.93608
36, 19, 0.932404
36, 20, 1.02377
36, 21, 0.975195
36, 22, 1.00601
36, 23, 0.930279
36, 24, 0.864068
36, 25, 0.943611
36, 26, 1.1376
36, 27, 1.13897
36, 28, 1.0181
36, 29, 0.933014
36, 30, 1.0477
36, 31, 1.09365
36, 32, 1.00023
36, 33, 0.929766
36, 34, 1.0357
36, 35, 0.987979
36, 36, 0.831808
36, 37, 0.806957
36, 38, 0.930202
36, 39, 0.945353
36, 40, 0.977102
36, 41, 0.937079
36, 42, 0.927066
36, 43, 0.86843
36, 44, 1.10892
36, 45, 1.02628
36, 46, 1.21246
36, 47, 0.757463
36, 48, 0.994508
36, 49, 0.994286
36, 50, 0.939947
36, 51, 0.95268
36, 52, 0.860489
36, 53, 0.692461
36, 54, 0.886937
36, 55, 0.855901
36, 56, 1.10086
36, 57, 1.07733
36, 58, 1.04384
36, 59, 0.925752
36, 60, 1.04993
36, 61, 0.99948
36, 62, 1.15483
36, 63, 0.960353
36, 64, 0.960552
36, 65, 0.956679
36, 66, 1.00339
36, 67, 1.04519
36, 68, 0.919021
36, 69, 0.832873
36, 70, 0.965607
36, 71, 1.09445
36, 72, 0.757532
36, 73, 0.828342
36, 74, 0.901773
36, 75, 0.936383
36, 76, 1.1965
36, 77, 1.09752
36, 78, 1.13672
36, 79, 1.05361
36, 80, 0.841086
36, 81, 0.686236
36, 82, 1.01317
36, 83, 1.05564
36, 84, 1.12867
36, 85, 1.17519
36, 86, 1.09528
36, 87, 1.05002
36, 88, 1.05495
36, 89, 1.00522
36, 90, 0.947931
36, 91, 0.965501
36, 92, 1.09553
36, 93, 0.951791
36, 94, 0.858521
36, 95, 0.843075
37, 0, 0.994527
37, 1, 1.1553
37, 2, 1.03512
37, 3, 1.0495
37, 4, 0.965759
37, 5, 0.956711
37, 6, 0.944194
37, 7, 0.971137
37, 8, 0.895178
37, 9, 0.969012
37, 10, 1.15704
37, 11, 0.965716
37, 12, 0.97774
37, 13, 0.96871
37, 14, 0.820989
37, 15, 0.916549
37, 16, 1.03327
37, 17, 0.948425
37, 18, 1.02273
37, 19, 0.803993
37, 20, 1.06366
37, 21, 1.04951
37, 22, 0.91941
37, 23, 0.946079
37, 24, 1.01762
37, 25, 0.904818
37, 26, 1.12347
37, 27, 1.10486
37, 28, 0.99477
37, 29, 1.00447
37, 30, 1.14965
37, 31, 1.15935
37, 32, 1.04473
37, 33, 0.962785
37, 34, 1.05198
37, 35, 1.00639
37, 36, 0.871027
37, 37, 0.794099
37, 38, 0.938469
37, 39, 0.920278
37, 40, 0.904647
37, 41, 1.0262
37, 42, 1.0466
37, 43, 0.919106
37, 44, 1.11163
37, 45, 1.03429
37, 46, 0.967632
37, 47, 0.832891
37, 48, 0.857664
37, 49, 0.710309
37, 50, 0.812163
37, 51, 0.913281
37, 52, 0.885777
37, 53, 0.828177
37, 54, 1.0002
37, 55, 1.02377
37, 56, 1.15631
37, 57, 1.11809
37, 58, 0.981155
37, 59, 0.916989
37, 60, 0.894807
37, 61, 0.902055
37, 62, 1.08149
37, 63, 1.1744
37, 64, 0.950889
37, 65, 0.958744
37, 66, 1.01931
37, 67, 1.05513
37, 68, 0.946936
37, 69, 0.99744
37, 70, 0.969396
37, 71, 0.97514
37, 72, 0.889557
37, 73, 0.842109
37, 74, 0.851555
37, 75, 0.88746
37, 76, 1.08415
37, 77, 1.00187
37, 78, 1.01961
37, 79, 1.09573
37, 80, 0.879489
37, 81, 0.882629
37, 82, 1.06471
37, 83, 1.06643
37, 84, 1.08167
37, 85, 1.09527
37, 86, 1.06701
37, 87, 1.00029
37, 88, 0.990102
37, 89, 0.969854
37, 90, 1.01243
37, 91, 0.998825
37, 92, 1.02066
37, 93, 0.995345
37, 94, 1.01308
37, 95, 1.20356
38, 0, 0.848733
38, 1, 0.839281
38, 2, 0.873216
38, 3, 0.883996
38, 4, 0.889438
38, 5, 0.949195
38, 6, 0.921613
38, 7, 0.972792
38, 8, 0.901856
38, 9, 0.954825
38, 10, 0.932887
38, 11, 0.946117
38, 12, 0.842729
38, 13, 0.874971
38, 14, 0.822702
38, 15, 0.863867
38, 16, 0.84603
38, 17, 0.788377
38, 18, 0.844678
38, 19, 0.822457
38, 20, 1.05721
38, 21, 1.05844
38, 22, 0.855766
38, 23, 0.88163
38, 24, 1.08739
38, 25, 1.07717
38, 26, 0.828705
38, 27, 0.877752
38, 28, 0.71096
38, 29, 0.670809
38, 30, 1.06961
38, 31, 1.05326
38, 32, 0.987185
38, 33, 0.902168
38, 34, 1.00876
38, 35, 1.00429
38, 36, 0.893505
38, 37, 0.828327
38, 38, 0.958559
38, 39, 0.893008
38, 40, 0.810252
38, 41, 0.786724
38, 42, 0.926103
38, 43, 0.855064
38, 44, 1.07626
38, 45, 0.915181
38, 46, 0.932206
38, 47, 1.02702
38, 48, 0.994704
38, 49, 0.909206
38, 50, 0.659939
38, 51, 0.92576
38, 52, 0.678183
38, 53, 0.709344
38, 54, 0.867736
38, 55, 0.969345
38, 56, 1.01292
38, 57, 1.07132
38, 58, 1.02446
38, 59, 1.05997
38, 60, 0.916378
38, 61, 0.961721
38, 62, 1.02128
38, 63, 0.889913
38, 64, 1.09219
38, 65, 0.984476
38, 66, 0.892668
38, 67, 0.889757
38, 68, 0.889128
38, 69, 0.931947
38, 70, 0.95485
38, 71, 0.869499
38, 72, 0.997494
38, 73, 1.03468
38, 74, 0.93007
38, 75, 0.852778
38, 76, 0.940051
38, 77, 0.890538
38, 78, 0.788207
38, 79, 0.888653
38, 80, 0.85251
38, 81, 0.678094
38, 82, 0.802891
38, 83, 0.97218
38, 84, 1.05221
38, 85, 1.00225
38, 86, 1.05464
38, 87, 1.05412
38, 88, 1.04458
38, 89, 0.940466
38, 90, 1.01325
38, 91, 0.978483
38, 92, 0.965595
38, 93, 0.942847
38, 94, 1.07053
38, 95, 0.832958
39, 0, 0.773046
39, 1, 1.16221
39, 2, 1.09057
39, 3, 1.12375
39, 4, 1.09633
39, 5, 1.18952
39, 6, 1.33039
39, 7, 1.18427
39, 8, 1.10597
39, 9, 1.15873
39, 10, 1.13813
39, 11, 1.08426
39, 12, 0.961581
39, 13, 0.905722
39, 14, 0.833285
39, 15, 0.97331
39, 16, 1.03299
39, 17, 0.930402
39, 18, 1.01749
39, 19, 0.990807
39, 20, 1.11975
39, 21, 1.22763
39, 22, 0.802423
39, 23, 0.909986
39, 24, 1.19608
39, 25, 1.23171
39, 26, 1.56356
39, 27, 1.2258
39, 28, 0.827051
39, 29, 0.653724
39, 30, 1.22243
39, 31, 1.23399
39, 32, 1.15534
39, 33, 0.997609
39, 34, 1.122
39, 35, 1.14138
39, 36, 0.88185
39, 37, 1.03517
39, 38, 1.12536
39, 39, 1.11249
39, 40, 1.05434
39, 41, 0.90493
39, 42, 1.17225
39, 43, 1.05797
39, 44, 1.275
39, 45, 1.22449
39, 46, 1.53294
39, 47, 0.615921
39, 48, 0.68235
39, 49, 1.05006
39, 50, 1.005
39, 51, 0.933327
39, 52, 0.957405
39, 53, 0.98652
39, 54, 0.778703
39, 55, 1.02453
39, 56, 1.02945
39, 57, 0.968553
39, 58, 1.01703
39, 59, 1.03706
39, 60, 0.887721
39, 61, 1.05254
39, 62, 1.05396
39, 63, 1.08172
39, 64, 1.08449
39, 65, 0.990969
39, 66, 0.845307
39, 67, 0.940793
39, 68, 0.866832
39, 69, 0.76292
39, 70, 0.976047
39, 71, 1.07493
39, 72, 0.932214
39, 73, 0.944071
39, 74, 0.788458
39, 75, 0.822142
39, 76, 0.853037
39, 77, 0.866182
39, 78, 0.785209
39, 79, 0.915739
39, 80, 0.95621
39, 81, 0.921132
39, 82, 0.98298
39, 83, 0.983204
39, 84, 1.13531
39, 85, 1.11142
39, 86, 1.24036
39, 87, 1.18781
39, 88, 1.21881
39, 89, 1.1888
39, 90, 1.20644
39, 91, 1.14488
39, 92, 1.15282
39, 93, 1.15573
39, 94, 1.55869
39, 95, 0.994727
40, 0, 1.68373
40, 1, 0.994679
40, 2, 1.08014
40, 3, 1.39931
40, 4, 1.05192
40, 5, 1.42177
40, 6, 1.33184
40, 7, 1.34553
40, 8, 1.32174
40, 9, 1.30731
40, 10, 1.47517
40, 11, 1.18757
40, 12, 0.770727
40, 13, 0.866593
40, 14, 1.22053
40, 15, 1.0766
40, 16, 1.226
40, 17, 1.01382
40, 18, 1.03238
40, 19, 0.993321
40, 20, 1.32357
40, 21, 1.20738
40, 22, 1.14263
40, 23, 1.12017
40, 24, 1.25555
40, 25, 1.09998
40, 26, 1.21968
40, 27, 1.0288
40, 28, 1.10486
40, 29, 0.962168
40, 30, 1.0216
40, 31, 0.981642
40, 32, 1.23397
40, 33, 1.16582
40, 34, 1.05609
40, 35, 1.11402
40, 36, 1.17184
40, 37, 1.09951
40, 38, 1.35426
40, 39, 1.20277
40, 40, 1.33323
40, 41, 1.30034
40, 42, 1.3616
40, 43, 1.1422
40, 44, 0.850412
40, 45, 0.829536
40, 46, 1.19203
40, 47, 1.3069
40, 48, 1.71179
40, 49, 1.18466
40, 50, 0.928721
40, 51, 0.957425
40, 52, 1.0985
40, 53, 1.30959
40, 54, 0.981699
40, 55, 1.10849
40, 56, 1.06832
40, 57, 0.953764
40, 58, 0.915444
40, 59, 1.0009
40, 60, 0.790175
40, 61, 1.14574
40, 62, 1.03462
40, 63, 1.17684
40, 64, 1.03819
40, 65, 1.04393
40, 66, 1.18944
40, 67, 1.1894
40, 68, 0.750923
40, 69, 1.04186
40, 70, 1.10912
40, 71, 1.04637
40, 72, 1.25517
40, 73, 0.828086
40, 74, 1.30289
40, 75, 1.26131
40, 76, 1.19401
40, 77, 1.2219
40, 78, 1.13849
40, 79, 1.20286
40, 80, 1.08435
40, 81, 0.932024
40, 82, 0.962017
40, 83, 1.05906
40, 84, 1.36272
40, 85, 0.994643
40, 86, 1.2623
40, 87, 1.21419
40, 88, 1.30266
40, 89, 0.99461
40, 90, 1.38507
40, 91, 1.32092
40, 92, 1.40109
40, 93, 1.38278
40, 94, 1.3327
40, 95, 0.994568
41, 0, 0.701433
41, 1, 1.34164
41, 2, 0.960838
41, 3, 1.09833
41, 4, 1.08091
41, 5, 0.96465
41, 6, 0.985633
41, 7, 1.06397
41, 8, 1.11602
41, 9, 1.20267
41, 10, 1.12298
41, 11, 1.13874
41, 12, 1.12244
41, 13, 0.598637
41, 14, 0.99452
41, 15, 1.0573
41, 16, 1.08285
41, 17, 1.03879
41, 18, 1.02876
41, 19, 0.927431
41, 20, 1.16735
41, 21, 0.895835
41, 22, 1.08582
41, 23, 0.940989
41, 24, 1.14465
41, 25, 1.10748
41, 26, 1.1419
41, 27, 0.941787
41, 28, 1.02904
41, 29, 1.05505
41, 30, 0.849695
41, 31, 0.958624
41, 32, 1.3167
41, 33, 0.900239
41, 34, 1.03543
41, 35, 1.0458
41, 36, 1.20914
41, 37, 1.20731
41, 38, 1.16254
41, 39, 1.05664
41, 40, 0.966125
41, 41, 1.09502
41, 42, 1.19469
41, 43, 0.989819
41, 44, 0.901763
41, 45, 0.811045
41, 46, 0.969538
41, 47, 1.05008
41, 48, 1.16733
41, 49, 0.60555
41, 50, 0.819927
41, 51, 0.88075
41, 52, 0.984403
41, 53, 0.950887
41, 54, 0.891126
41, 55, 0.885478
41, 56, 0.977745
41, 57, 0.902703
41, 58, 1.03465
41, 59, 0.919664
41, 60, 0.902442
41, 61, 1.09872
41, 62, 0.992223
41, 63, 1.10904
41, 64, 1.04163
41, 65, 0.981193
41, 66, 1.07097
41, 67, 1.00239
41, 68, 0.818504
41, 69, 1.03716
41, 70, 0.987276
41, 71, 0.975464
41, 72, 1.10333
41, 73, 1.06999
41, 74, 1.1146
41, 75, 1.12271
41, 76, 0.94345
41, 77, 1.18799
41, 78, 1.03472
41, 79, 1.0795
41, 80, 0.998516
41, 81, 0.939495
41, 82, 0.866435
41, 83, 0.86901
41, 84, 1.04269
41, 85, 0.863633
41, 86, 0.984439
41, 87, 1.03163
41, 88, 1.14487
41, 89, 1.10035
41, 90, 1.09858
41, 91, 1.05219
41, 92, 1.1521
41, 93, 1.02736
41, 94, 1.01502
41, 95, 1.0265
42, 0, 0.806751
42, 1, 1.0371
42, 2, 1.04397
42, 3, 1.05013
42, 4, 0.838995
42, 5, 1.02179
42, 6, 0.725043
42, 7, 1.01652
42, 8, 1.06456
42, 9, 1.16906
42, 10, 1.0233
42, 11, 1.11844
42, 12, 0.973733
42, 13, 0.999003
42, 14, 1.08536
42, 15, 1.11526
42, 16, 0.936832
42, 17, 1.13896
42, 18, 1.12857
42, 19, 1.1396
42, 20, 1.19342
42, 21, 1.25425
42, 22, 0.835632
42, 23, 1.05177
42, 24, 1.15389
42, 25, 0.910334
42, 26, 1.1968
42, 27, 1.07084
42, 28, 1.13056
42, 29, 0.887336
42, 30, 0.992671
42, 31, 0.8254
42, 32, 0.934315
42, 33, 0.995593
42, 34, 0.989572
42, 35, 0.968766
42, 36, 1.1254
42, 37, 1.14714
42, 38, 1.04624
42, 39, 0.954467
42, 40, 1.0975
42, 41, 0.975739
42, 42, 0.978138
42, 43, 1.14546
42, 44, 1.04715
42, 45, 0.901075
42, 46, 0.865123
42, 47, 0.935063
42, 48, 0.994609
42, 49, 0.970603
42, 50, 0.859172
42, 51, 0.908225
42, 52, 1.11308
42, 53, 1.00654
42, 54, 0.799324
42, 55, 1.04803
42, 56, 0.97627
42, 57, 1.07285
42, 58, 1.10823
42, 59, 1.00767
42, 60, 1.01382
42, 61, 0.986741
42, 62, 0.7749
42, 63, 0.895941
42, 64, 0.809556
42, 65, 0.980969
42, 66, 0.992651
42, 67, 0.996659
42, 68, 1.06111
42, 69, 0.890495
42, 70, 0.909653
42, 71, 0.80472
42, 72, 0.938916
42, 73, 1.046
42, 74, 1.08992
42, 75, 1.01726
42, 76, 1.19931
42, 77, 1.17729
42, 78, 1.17362
42, 79, 1.1787
42, 80, 0.953933
42, 81, 0.689306
42, 82, 0.906571
42, 83, 0.9133
42, 84, 1.09572
42, 85, 1.45048
42, 86, 1.0932
42, 87, 0.995171
42, 88, 1.10771
42, 89, 1.07216
42, 90, 1.0114
42, 91, 1.07577
42, 92, 1.09114
42, 93, 1.05782
42, 94, 1.02114
42, 95, 1.15646
43, 0, 0.953683
43, 1, 1.0172
43, 2, 1.07135
43, 3, 1.1133
43, 4, 0.923327
43, 5, 0.962982
43, 6, 1.08719
43, 7, 1.07819
43, 8, 1.20813
43, 9, 1.26306
43, 10, 1.40823
43, 11, 0.947559
43, 12, 1.17703
43, 13, 1.22413
43, 14, 0.694688
43, 15, 1.08894
43, 16, 0.95142
43, 17, 1.09174
43, 18, 0.900675
43, 19, 1.13662
43, 20, 1.35248
43, 21, 1.2442
43, 22, 0.8866
43, 23, 1.02817
43, 24, 1.19151
43, 25, 1.01337
43, 26, 1.14581
43, 27, 1.03912
43, 28, 1.20484
43, 29, 0.997134
43, 30, 1.05364
43, 31, 1.02573
43, 32, 0.999692
43, 33, 1.04839
43, 34, 0.882222
43, 35, 0.947746
43, 36, 1.03802
43, 37, 1.02578
43, 38, 1.11353
43, 39, 0.764483
43, 40, 1.09215
43, 41, 0.99791
43, 42, 1.16595
43, 43, 1.13715
43, 44, 1.10028
43, 45, 1.08367
43, 46, 0.969673
43, 47, 1.13668
43, 48, 0.994489
43, 49, 1.14376
43, 50, 0.870637
43, 51, 1.12251
43, 52, 1.10424
43, 53, 1.0713
43, 54, 0.88711
43, 55, 0.938735
43, 56, 0.977925
43, 57, 1.00109
43, 58, 1.07577
43, 59, 1.17572
43, 60, 0.933136
43, 61, 1.03194
43, 62, 0.889339
43, 63, 0.753179
43, 64, 0.960429
43, 65, 0.893685
43, 66, 0.941781
43, 67, 1.04409
43, 68, 1.06768
43, 69, 1.04967
43, 70, 0.808715
43, 71, 0.84323
43, 72, 1.12758
43, 73, 1.22534
43, 74, 1.18994
43, 75, 1.13581
43, 76, 1.2668
43, 77, 1.21439
43, 78, 1.13715
43, 79, 1.15602
43, 80, 0.851348
43, 81, 0.903572
43, 82, 0.69386
43, 83, 0.810621
43, 84, 1.07194
43, 85, 0.981027
43, 86, 0.996143
43, 87, 0.985136
43, 88, 1.11072
43, 89, 1.06892
43, 90, 1.16848
43, 91, 1.07219
43, 92, 0.875583
43, 93, 0.962484
43, 94, 1.05973
43, 95, 1.1738
44, 0, 0.99445
44, 1, 1.0394
44, 2, 0.917775
44, 3, 0.82712
44, 4, 1.0433
44, 5, 1.13037
44, 6, 1.05216
44, 7, 0.898067
44, 8, 1.06753
44, 9, 0.905801
44, 10, 1.11851
44, 11, 0.962914
44, 12, 1.12934
44, 13, 0.865113
44, 14, 1.11861
44, 15, 1.19338
44, 16, 1.106
44, 17, 1.11724
44, 18, 1.05255
44, 19, 1.08602
44, 20, 1.05619
44, 21, 0.996699
44, 22, 1.11684
44, 23, 1.11951
44, 24, 0.977084
44, 25, 0.794328
44, 26, 1.201
44, 27, 0.951348
44, 28, 0.996326
44, 29, 0.876607
44, 30, 0.977654
44, 31, 0.930589
44, 32, 1.08308
44, 33, 0.970611
44, 34, 0.885781
44, 35, 0.823382
44, 36, 0.944248
44, 37, 0.942433
44, 38, 0.917647
44, 39, 0.742931
44, 40, 0.902514
44, 41, 0.845911
44, 42, 0.838122
44, 43, 0.83177
44, 44, 0.798053
44, 45, 0.662809
44, 46, 1.08387
44, 47, 0.852497
44, 48, 1.42959
44, 49, 0.794255
44, 50, 0.888696
44, 51, 0.92099
44, 52, 1.01732
44, 53, 0.930878
44, 54, 0.85472
44, 55, 1.04952
44, 56, 0.860051
44, 57, 1.00863
44, 58, 0.964322
44, 59, 0.870697
44, 60, 0.809996
44, 61, 0.997396
44, 62, 0.90962
44, 63, 0.941277
44, 64, 0.949861
44, 65, 1.01564
44, 66, 0.869829
44, 67, 0.899723
44, 68, 1.01187
44, 69, 1.02771
44, 70, 0.832784
44, 71, 0.867339
44, 72, 1.1127
44, 73, 1.14306
44, 74, 1.04775
44, 75, 1.07577
44, 76, 1.1765
44, 77, 1.1926
44, 78, 1.14019
44, 79, 1.13435
44, 80, 1.04311
44, 81, 0.622639
44, 82, 0.974695
44, 83, 0.876176
44, 84, 1.1888
44, 85, 0.994469
44, 86, 0.971976
44, 87, 0.969603
44, 88, 1.00017
44, 89, 1.0082
44, 90, 1.04981
44, 91, 1.06717
44, 92, 1.11366
44, 93, 1.15513
44, 94, 1.0498
44, 95, 0.930081
45, 0, 0.717884
45, 1, 1.07632
45, 2, 0.917446
